id,value
B0038,https://github.com/MBCProject/mbc-markdown/blob/main/discovery/self-discovery.md
B0038.001,https://github.com/MBCProject/mbc-markdown/blob/main/discovery/self-discovery.md
B0038.002,https://github.com/MBCProject/mbc-markdown/blob/main/discovery/self-discovery.md
B0038.003,https://github.com/MBCProject/mbc-markdown/blob/main/discovery/self-discovery.md
B0039,https://github.com/MBCProject/mbc-markdown/blob/main/impact/spamming.md
B0040,https://github.com/MBCProject/mbc-markdown/blob/main/defense-evasion/covert-location.md
B0040.001,https://github.com/MBCProject/mbc-markdown/blob/main/defense-evasion/covert-location.md
B0040.002,https://github.com/MBCProject/mbc-markdown/blob/main/defense-evasion/covert-location.md
B0042,https://github.com/MBCProject/mbc-markdown/blob/main/impact/modify-hardware.md
B0042.001,https://github.com/MBCProject/mbc-markdown/blob/main/impact/modify-hardware.md
B0042.002,https://github.com/MBCProject/mbc-markdown/blob/main/impact/modify-hardware.md
B0042.003,https://github.com/MBCProject/mbc-markdown/blob/main/impact/modify-hardware.md
B0043,https://github.com/MBCProject/mbc-markdown/blob/main/discovery/taskbar-discovery.md
B0044,https://github.com/MBCProject/mbc-markdown/blob/main/execution/execution-dependency.md
B0045,https://github.com/MBCProject/mbc-markdown/blob/main/anti-static-analysis/data-flow-analysis-evasion.md
B0045.001,https://github.com/MBCProject/mbc-markdown/blob/main/anti-static-analysis/data-flow-analysis-evasion.md
B0045.002,https://github.com/MBCProject/mbc-markdown/blob/main/anti-static-analysis/data-flow-analysis-evasion.md
B0045.003,https://github.com/MBCProject/mbc-markdown/blob/main/anti-static-analysis/data-flow-analysis-evasion.md
B0046,https://github.com/MBCProject/mbc-markdown/blob/main/discovery/code-discovery.md
B0046.001,https://github.com/MBCProject/mbc-markdown/blob/main/discovery/code-discovery.md
B0046.002,https://github.com/MBCProject/mbc-markdown/blob/main/discovery/code-discovery.md
B0046.003,https://github.com/MBCProject/mbc-markdown/blob/main/discovery/code-discovery.md
B0047,https://github.com/MBCProject/mbc-markdown/blob/main/defense-evasion/install-insecure-or-malicious-configuration.md
B1059,https://github.com/MBCProject/mbc-markdown/blob/main/execution/command-and-scripting-interpreter.md
C0001,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/communication/socket-communication.md
C0001.001,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/communication/socket-communication.md
C0001.002,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/communication/socket-communication.md
C0001.003,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/communication/socket-communication.md
C0001.004,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/communication/socket-communication.md
C0001.005,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/communication/socket-communication.md
C0001.006,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/communication/socket-communication.md
C0001.007,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/communication/socket-communication.md
C0001.008,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/communication/socket-communication.md
C0001.009,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/communication/socket-communication.md
C0001.010,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/communication/socket-communication.md
C0001.011,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/communication/socket-communication.md
C0001.012,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/communication/socket-communication.md
C0001.013,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/communication/socket-communication.md
C0001.014,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/communication/socket-communication.md
C0001.015,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/communication/socket-communication.md
C0001.016,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/communication/socket-communication.md
C0001.017,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/communication/socket-communication.md
C0002,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/communication/http-communication.md
C0002.001,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/communication/http-communication.md
C0002.002,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/communication/http-communication.md
C0002.003,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/communication/http-communication.md
C0002.004,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/communication/http-communication.md
C0002.005,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/communication/http-communication.md
C0002.006,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/communication/http-communication.md
C0002.007,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/communication/http-communication.md
C0002.008,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/communication/http-communication.md
C0002.009,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/communication/http-communication.md
C0002.010,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/communication/http-communication.md
C0002.011,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/communication/http-communication.md
C0002.012,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/communication/http-communication.md
C0002.013,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/communication/http-communication.md
C0002.014,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/communication/http-communication.md
C0002.015,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/communication/http-communication.md
C0002.016,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/communication/http-communication.md
C0002.017,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/communication/http-communication.md
C0002.018,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/communication/http-communication.md
C0003,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/communication/interprocess-communication.md
C0003.001,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/communication/interprocess-communication.md
C0003.002,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/communication/interprocess-communication.md
C0003.003,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/communication/interprocess-communication.md
C0003.004,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/communication/interprocess-communication.md
C0004,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/communication/ftp-communication.md
C0004.001,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/communication/ftp-communication.md
C0004.002,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/communication/ftp-communication.md
C0005,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/communication/wininet.md
C0005.001,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/communication/wininet.md
C0005.002,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/communication/wininet.md
C0005.003,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/communication/wininet.md
C0005.004,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/communication/wininet.md
C0005.005,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/communication/wininet.md
C0006,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/memory/heap-spray.md
C0007,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/memory/allocate-memory.md
C0008,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/memory/change-memory-protection.md
C0008.001,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/memory/change-memory-protection.md
C0008.002,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/memory/change-memory-protection.md
C0009,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/memory/stack-pivot.md
C0010,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/memory/overflow-buffer.md
C0011,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/communication/dns-communication.md
C0011.001,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/communication/dns-communication.md
C0011.002,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/communication/dns-communication.md
C0011.003,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/communication/dns-communication.md
C0011.004,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/communication/dns-communication.md
C0011.005,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/communication/dns-communication.md
C0012,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/communication/smtp-communication.md
C0012.001,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/communication/smtp-communication.md
C0012.002,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/communication/smtp-communication.md
C0014,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/communication/icmp-communication.md
C0014.001,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/communication/icmp-communication.md
C0014.002,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/communication/icmp-communication.md
C0015,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/file-system/alter-file-extension.md
C0015.001,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/file-system/alter-file-extension.md
C0016,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/file-system/create-file.md
C0016.001,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/file-system/create-file.md
C0016.002,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/file-system/create-file.md
C0017,https://attack.mitre.org/campaigns/C0017/
C0017.001,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/process/create-process.md
C0017.002,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/process/create-process.md
C0017.003,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/process/create-process.md
C0018,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/process/terminate-process.md
C0019,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/data/check-string.md
C002.001,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/communication/http-communication.md
C002.002,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/communication/http-communication.md
C002.003,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/communication/http-communication.md
C002.004,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/communication/http-communication.md
C002.005,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/communication/http-communication.md
C002.006,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/communication/http-communication.md
C002.007,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/communication/http-communication.md
C002.008,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/communication/http-communication.md
C002.009,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/communication/http-communication.md
C002.010,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/communication/http-communication.md
C002.011,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/communication/http-communication.md
C002.012,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/communication/http-communication.md
C002.013,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/communication/http-communication.md
C002.014,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/communication/http-communication.md
C002.015,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/communication/http-communication.md
C002.016,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/communication/http-communication.md
C002.017,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/communication/http-communication.md
C002.018,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/communication/http-communication.md
C0020,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/data/use-constant.md
C0021,https://attack.mitre.org/campaigns/C0021/
C0021.001,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/cryptography/generate-pseudorandom-sequence.md
C0021.002,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/cryptography/generate-pseudorandom-sequence.md
C0021.003,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/cryptography/generate-pseudorandom-sequence.md
C0021.004,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/cryptography/generate-pseudorandom-sequence.md
C0023,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/hardware/load-driver.md
C0023.001,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/hardware/load-driver.md
C0024,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/data/compress-data.md
C0024.001,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/data/compress-data.md
C0024.002,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/data/compress-data.md
C0025,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/data/decompress-data.md
C0025.001,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/data/decompress-data.md
C0025.002,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/data/decompress-data.md
C0025.003,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/data/decompress-data.md
C0026,https://attack.mitre.org/campaigns/C0026/
C0026.001,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/data/encode-data.md
C0026.002,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/data/encode-data.md
C0027,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/cryptography/encrypt-data.md
C0027.001,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/cryptography/encrypt-data.md
C0027.002,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/cryptography/encrypt-data.md
C0027.003,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/cryptography/encrypt-data.md
C0027.004,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/cryptography/encrypt-data.md
C0027.005,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/cryptography/encrypt-data.md
C0027.006,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/cryptography/encrypt-data.md
C0027.007,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/cryptography/encrypt-data.md
C0027.008,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/cryptography/encrypt-data.md
C0027.009,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/cryptography/encrypt-data.md
C0027.010,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/cryptography/encrypt-data.md
C0027.011,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/cryptography/encrypt-data.md
C0027.012,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/cryptography/encrypt-data.md
C0027.013,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/cryptography/encrypt-data.md
C0027.014,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/cryptography/encrypt-data.md
C0029,https://attack.mitre.org/campaigns/C0029/
C0029.001,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/cryptography/cryptographic-hash.md
C0029.002,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/cryptography/cryptographic-hash.md
C0029.003,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/cryptography/cryptographic-hash.md
C0029.004,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/cryptography/cryptographic-hash.md
C0029.005,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/cryptography/cryptographic-hash.md
C0029.006,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/cryptography/cryptographic-hash.md
C0030,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/data/noncryptographic-hash.md
C0030.001,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/data/noncryptographic-hash.md
C0030.002,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/data/noncryptographic-hash.md
C0030.003,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/data/noncryptographic-hash.md
C0030.004,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/data/noncryptographic-hash.md
C0030.005,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/data/noncryptographic-hash.md
C0030.006,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/data/noncryptographic-hash.md
C0031,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/cryptography/decrypt-data.md
C0031.001,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/cryptography/decrypt-data.md
C0031.002,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/cryptography/decrypt-data.md
C0031.003,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/cryptography/decrypt-data.md
C0031.004,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/cryptography/decrypt-data.md
C0031.005,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/cryptography/decrypt-data.md
C0031.006,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/cryptography/decrypt-data.md
C0031.007,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/cryptography/decrypt-data.md
C0031.008,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/cryptography/decrypt-data.md
C0031.009,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/cryptography/decrypt-data.md
C0031.010,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/cryptography/decrypt-data.md
C0031.011,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/cryptography/decrypt-data.md
C0031.012,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/cryptography/decrypt-data.md
C0031.013,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/cryptography/decrypt-data.md
C0031.014,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/cryptography/decrypt-data.md
C0032,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/data/checksum.md
C0032.001,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/data/checksum.md
C0032.002,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/data/checksum.md
C0032.003,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/data/checksum.md
C0032.004,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/data/checksum.md
C0032.005,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/data/checksum.md
C0033,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/operating-system/console.md
C0034,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/operating-system/environment-variable.md
C0034.001,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/operating-system/environment-variable.md
C0035,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/operating-system/wallpaper.md
C0036,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/operating-system/registry.md
C0036.001,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/operating-system/registry.md
C0036.002,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/operating-system/registry.md
C0036.003,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/operating-system/registry.md
C0036.004,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/operating-system/registry.md
C0036.005,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/operating-system/registry.md
C0036.006,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/operating-system/registry.md
C0036.007,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/operating-system/registry.md
C0037,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/hardware/install-driver.md
C0037.001,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/hardware/install-driver.md
C0038,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/process/create-thread.md
C0039,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/process/terminate-thread.md
C0040,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/process/allocate-thread-local-storage.md
C0041,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/process/set-thread-local-storage-value.md
C0042,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/process/create-mutex.md
C0043,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/process/check-mutex.md
C0044,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/memory/free-memory.md
C0045,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/file-system/copy-file.md
C0046,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/file-system/create-directory.md
C0047,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/file-system/delete-file.md
C0048,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/file-system/delete-directory.md
C0049,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/file-system/get-file-attributes.md
C0050,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/file-system/set-file-attributes.md
C0051,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/file-system/read-file.md
C0052,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/file-system/writes-file.md
C0053,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/data/decode-data.md
C0053.001,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/data/decode-data.md
C0053.002,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/data/decode-data.md
C0054,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/process/resume-thread.md
C0055,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/process/suspend-thread.md
C0056,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/file-system/read-virtual-disk.md
C0057,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/hardware/simulate-hardware.md
C0057.001,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/hardware/simulate-hardware.md
C0057.002,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/hardware/simulate-hardware.md
C0058,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/data/modulo.md
C0059,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/cryptography/crypto-library.md
C0059.001,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/cryptography/crypto-library.md
C0059.002,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/cryptography/crypto-library.md
C0060,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/data/compression-library.md
C0061,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/cryptography/hashed-message-authentication-code.md
C0063,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/file-system/move-file.md
C0064,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/process/enumerate-threads.md
C0065,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/process/open-process.md
C0066,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/process/open-thread.md
C0068,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/cryptography/crypto-algorithm.md
C0069,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/cryptography/crypto-constant.md
C0070,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/process/unmap-section-view.md
C0071,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/process/write-process-memory.md
C0072,https://github.com/MBCProject/mbc-markdown/blob/main/micro-behaviors/process/set-thread-context.md
E1010,https://github.com/MBCProject/mbc-markdown/blob/main/discovery/application-window-discovery.md
E1010.m01,https://github.com/MBCProject/mbc-markdown/blob/main/discovery/application-window-discovery.md
E1014,https://github.com/MBCProject/mbc-markdown/blob/main/defense-evasion/rootkit.md
E1014.m12,https://github.com/MBCProject/mbc-markdown/blob/main/defense-evasion/rootkit.md
E1014.m13,https://github.com/MBCProject/mbc-markdown/blob/main/defense-evasion/rootkit.md
E1014.m14,https://github.com/MBCProject/mbc-markdown/blob/main/defense-evasion/rootkit.md
E1014.m15,https://github.com/MBCProject/mbc-markdown/blob/main/defense-evasion/rootkit.md
E1014.m16,https://github.com/MBCProject/mbc-markdown/blob/main/defense-evasion/rootkit.md
E1014.m17,https://github.com/MBCProject/mbc-markdown/blob/main/defense-evasion/rootkit.md
E1020,https://github.com/MBCProject/mbc-markdown/blob/main/exfiltration/automated-exfiltration.md
E1020.m01,https://github.com/MBCProject/mbc-markdown/blob/main/exfiltration/automated-exfiltration.md
E1027,https://github.com/MBCProject/mbc-markdown/blob/main/defense-evasion/obfuscated-files-or-information.md
E1027.m01,https://github.com/MBCProject/mbc-markdown/blob/main/defense-evasion/obfuscated-files-or-information.md
E1027.m02,https://github.com/MBCProject/mbc-markdown/blob/main/defense-evasion/obfuscated-files-or-information.md
E1027.m03,https://github.com/MBCProject/mbc-markdown/blob/main/defense-evasion/obfuscated-files-or-information.md
E1027.m04,https://github.com/MBCProject/mbc-markdown/blob/main/defense-evasion/obfuscated-files-or-information.md
E1027.m05,https://github.com/MBCProject/mbc-markdown/blob/main/defense-evasion/obfuscated-files-or-information.md
E1027.m06,https://github.com/MBCProject/mbc-markdown/blob/main/defense-evasion/obfuscated-files-or-information.md
E1027.m07,https://github.com/MBCProject/mbc-markdown/blob/main/defense-evasion/obfuscated-files-or-information.md
E1027.m08,https://github.com/MBCProject/mbc-markdown/blob/main/defense-evasion/obfuscated-files-or-information.md
E1055,https://github.com/MBCProject/mbc-markdown/blob/main/defense-evasion/process-injection.md
E1055.001,https://github.com/MBCProject/mbc-markdown/blob/main/defense-evasion/process-injection.md
E1055.002,https://github.com/MBCProject/mbc-markdown/blob/main/defense-evasion/process-injection.md
E1055.003,https://github.com/MBCProject/mbc-markdown/blob/main/defense-evasion/process-injection.md
E1055.004,https://github.com/MBCProject/mbc-markdown/blob/main/defense-evasion/process-injection.md
E1055.005,https://github.com/MBCProject/mbc-markdown/blob/main/defense-evasion/process-injection.md
E1055.006,https://github.com/MBCProject/mbc-markdown/blob/main/defense-evasion/process-injection.md
E1055.007,https://github.com/MBCProject/mbc-markdown/blob/main/defense-evasion/process-injection.md
E1055.008,https://github.com/MBCProject/mbc-markdown/blob/main/defense-evasion/process-injection.md
E1055.009,https://github.com/MBCProject/mbc-markdown/blob/main/defense-evasion/process-injection.md
E1055.010,https://github.com/MBCProject/mbc-markdown/blob/main/defense-evasion/process-injection.md
E1055.011,https://github.com/MBCProject/mbc-markdown/blob/main/defense-evasion/process-injection.md
E1055.012,https://github.com/MBCProject/mbc-markdown/blob/main/defense-evasion/process-injection.md
E1055.m01,https://github.com/MBCProject/mbc-markdown/blob/main/defense-evasion/process-injection.md
E1055.m02,https://github.com/MBCProject/mbc-markdown/blob/main/defense-evasion/process-injection.md
E1055.m03,https://github.com/MBCProject/mbc-markdown/blob/main/defense-evasion/process-injection.md
E1055.m04,https://github.com/MBCProject/mbc-markdown/blob/main/defense-evasion/process-injection.md
E1056,https://github.com/MBCProject/mbc-markdown/blob/main/collection/input-capture.md
E1056.m01,https://github.com/MBCProject/mbc-markdown/blob/main/collection/input-capture.md
E1059,https://github.com/MBCProject/mbc-markdown/blob/main/execution/command-and-scripting-interpreter.md
E1082,https://github.com/MBCProject/mbc-markdown/blob/main/discovery/system-information-discovery.md
E1082.m01,https://github.com/MBCProject/mbc-markdown/blob/main/discovery/system-information-discovery.md
E1082.m02,https://github.com/MBCProject/mbc-markdown/blob/main/discovery/system-information-discovery.md
